Title,Release date,Time Period,Start Time,End Time,Location,genre_ids,movie_id,original_language,overview,popularity,title,video,vote_average,vote_count,genres,name,keywords,Full Location,latitude,longitude,ARS
Detective Dee and the Mystery of the Phantom Flame,2010,684-690,684,690,China,"[28, 12, 18, 9648]",48492,zh,"An exiled detective is recruited to solve a series of mysterious deaths that threaten to delay the inauguration of Empress Wu.A bizarre murder mystery brings together the most powerful woman in China, the soon-to-be-Empress Wu Zetian and a formerly exiled detective, Dee Renjie at the infamous Imperial Palace. Hoping he will solve the crime before her coronation, Wu appoints Dee Chief Judge of the Empire and implores him to combine his indisputable wisdom with his unparalleled martial arts skills to save the future of her dynasty. Director Tsui Hark (Seven Swords) teams with stunt director Sammo Hung in this heart-pounding, epic thriller inspired by the incredible true story of one of the Tang Dynasty's most celebrated officials.",13.451,Detective Dee and the Mystery of the Phantom Flame,FALSE,6.6,279,"['Action', 'Adventure', 'Drama', 'Mystery']","Andy Lau, Li Bingbing, Deng Chao, Tony Leung Ka-fai, Carina Lau, Richard Ng, Teddy Robin, Liu Jinshan, Yao Lu, Jean-Michel Casanova","detective, tang dynasty, chinese emperor, 7th century",中国,35.000074,104.999927,7
Warriors of Heaven and Earth,2003,700,700,700,China,"[18, 28, 12]",14797,zh,"A Chinese emissary is sent to the Gobi desert to execute a renegade soldier. When a caravan transporting a Buddhist monk and a valuable treasure is threatened by thieves, however, the two warriors might unite to protect the travelers.",5.764,Warriors of Heaven and Earth,FALSE,6.2,69,"['Drama', 'Action', 'Adventure']","Jiang Wen, Kiichi Nakai, Wang Xueqi, Zhao Wei, Bagen Hasi, Tao Ho, Linian Lu, Wang Deshun, Haibin Li, Yeerjiang Mahepushen, Chuangao Hou, Zhou Yun, Wei Li","gobi desert, cavalry, sword and sandal, wuxia, 8th century, gobi desert, cavalry, sword and sandal, wuxia, 8th century",中国,35.000074,104.999927,10
Outlander,2008,709,709,709,Denmark,"[14, 28, 878]",10529,en,"During the reign of the Vikings, a man from another world crash-lands on Earth, bringing with him an alien predator. The man must fuse his advanced technology with the weaponry of the vikings to fight the monster.",32.356,Outlander,FALSE,6.4,960,"['Fantasy', 'Action', 'Science Fiction']","Jim Caviezel, Sophia Myles, Jack Huston, Ron Perlman, John Hurt, Cliff Saunders, Patrick Stevenson, Aidan Devine, Bailey Maughan, John Nelles, James Preston Rogers, Scott Owen, Petra Prazak, Owen Pattison, Matt Cooke, Ricardo Hoyos","norway, predator, monster, flying saucer, viking, alien, alien invasion",Danmark,55.670249,10.3333283,19
The Promise,2005,766-780,766,780,China,"[14, 18, 28, 53, 10749]",2008,zh,"An orphaned girl, driven by poverty at such a young age, makes a promise with an enchantress. In return for beauty and the admiration of every man, she will never be with the man she loves. This spell cannot be broken unless the impossible happens: snow falling in spring and the dead coming back to life. Now a grown and beautiful princess, she regrets her promise, for all of the men she's loved has always been met with tragedy.",11.438,The Promise,FALSE,5.4,79,"['Fantasy', 'Drama', 'Action', 'Thriller', 'Romance']","Cecilia Cheung, Liu Ye, 陈红, Cheng Qian, Jang Dong-gun, Hiroyuki Sanada, Nicholas Tse, Yu Xiaowei, Chun-Xiao, Guan Xiaotong, Shi Lei, Lu Peng, Qian Po, Anthony Brandon Wong","servant, emperor, battle assignment",中国,35.000074,104.999927,9
Roland the Mighty,1956,778,778,778,France,"[10752, 36, 28]",330831,it,"Charlemagne and saracen Agramante are at war. Although the Franks are outnumbered by their enemies they succeed in containing them in the Pyrenean foothills. A truce is signed between the two sides, during which Agramante treacherously sends Angélique, a beautiful seductress of his retinue,to the paladin camp. Meanwhile the emperor has decided to give his daughter Aude to his brave nephew Roland but chance has it that she meets Renaud,Roland's lieutenant, first. The two young people fall in love. Later on, the truce is broken and fight resumes. Betrayed by Ganelon, Roland is momentarily disowned by his uncle.",1.162,Roland the Mighty,FALSE,9,1,"['War', 'History', 'Action']","Rik Battaglia, Rosanna Schiaffino, Lorella De Luca, Fabrizio Mioni, Vittorio Sanipoli",8th century,France,46.603354,1.8883335,11
Erik the Conqueror,1961,786-806,786,806,England,"[28, 12]",88266,it,"In the 9th Century, two Viking children, separated since their early childhood with one raised by the British and the other by Vikings, meet after nearly 20 years as rivals as war breaks out between Britian and the Vikings for control of England.",5.565,Erik the Conqueror,FALSE,6.3,25,"['Action', 'Adventure']","Cameron Mitchell, George Ardisson, Alice Kessler, Ellen Kessler, Franco Giacobini, Raf Baldassarre, Enzo Doria, Franco Ressel, Livia Contardi, Françoise Christophe, Folco Lulli, Jean-Jacques Delbo, Andrea Checchi, Gianni Solaro","viking, sword fight, 9th century","England, United Kingdom",52.5310214,-1.2649062,25
The Gaelic King,2017,800,800,800,Scotland,"[14, 36]",427395,en,"Set in war-torn 800AD Scotland, The Gaelic King tells the story of warrior-king Alpin mac Eachdach. When his young brother is captured, Alpin must hunt the kidnappers though a dark forest that hides an ancient evil.",4.493,The Gaelic King,FALSE,5.1,13,"['Fantasy', 'History']","Jake McGarry, Shona Melrose, Kerry Browne, Noah Irvine, Laurence Whitley, Peter Cosgrove, Fiona Stewart, Eve Wengel, Alan Cuthbert, Ellie Reid",scotland,"Alba / Scotland, United Kingdom",56.7861112,-4.1140518,0
Pope Joan,2009,814-855,814,855,France,[18],9503,en,A 9th century woman of English extraction born in the German city of Ingelheim disguises herself as a man and rises through the Vatican ranks.,9.517,Pope Joan,FALSE,6.9,282,['Drama'],"John Goodman, Johanna Wokalek, David Wenham, Iain Glen, Edward Petherbridge, Anatole Taubman, Lotte Flack, Tigerlily Hutchinson, Jördis Triebel, Oliver Cotton, Nicholas Woodeson, Suzanne Bertish, Richard van Weyden, Branko Tomović, Lenn Kudrjawizki, Alexander Held, Christian Redl, Claudia Michelsen, Katrin Pollitt, Claudia Geisler, Kristina Karst, Ian Gelder","germany, vatican, pope, empowerment, 9th century",France,46.603354,1.8883335,21
House of Flying Daggers,2004,859,859,859,China,"[12, 18, 28, 10749]",9550,zh,"In 9th century China, a corrupt government wages war against a rebel army called the Flying Daggers. A romantic warrior breaks a beautiful rebel out of prison to help her rejoin her fellows, but things are not what they seem.",21.077,House of Flying Daggers,FALSE,7.3,1223,"['Adventure', 'Drama', 'Action', 'Romance']","Takeshi Kaneshiro, Andy Lau, Zhang Ziyi, Song Dandan, Zhao Hongfei, Guo Jun, Shu Zhang, Wang Jiusheng, Zhang Zhengyong, Wang Yong-Xin, Liu Dong, Zi Qi, Qu Xue-Dong, Tian Liping, Zhao Hongwei, Huang Weina, Ge Dan, Yang Xiadong, Shang Yisha, Liu Ying, Huang Jingwen, Zhang Kejia, Luo Tianyou, Zhu Lin, Hu Jiwei, Hong Yu, Hao Bojie, Zhu Jiajun, Xu Ge, Chou Jingxiu, Guo Cuifang, Chengyuan Li, Zhang Shuo, Zhang Jidong, Li Qiang, Fu Yang, Yang Guang, Yang Wen, Chen Liang, Lin Xiuqiang, Wang Kun, Li Meng, Dong Ming, Zheng Xiao-Dong, Song Chacha, Wang Xuanyi, Huang Xueying","china, martial arts, swordplay, tang dynasty, government, rebellion, dagger, wuxia, 9th century",中国,35.000074,104.999927,13
The Vikings,1958,860,860,860,England,"[28, 12, 36]",42661,en,"Einar, brutal son of Ragnar and future heir to his throne, tangles with Eric, a wily slave, for the hand of a beautiful English maiden.",16.387,The Vikings,FALSE,7.1,217,"['Action', 'Adventure', 'History']","Kirk Douglas, Tony Curtis, Ernest Borgnine, Janet Leigh, James Donald, Alexander Knox, Maxine Audley, Frank Thring, Eileen Way, Edric Connor, Dandy Nichols, Per Buckhøj, Almut Berg, Orson Welles","based on novel or book, norway, falcon, ship, scandinavia, viking, epic, slave, technicolor, northumberland, wolves, 9th century","England, United Kingdom",52.5310214,-1.2649062,30
Alfred the Great,1969,870-899,870,899,England,[36],73672,en,"While Old England is being ransacked by roving Danes in the 9th century, Alfred is planning to join the priesthood. But observing the rape of his land, he puts away his religious vows to take up arms against the invaders, leading the English Christians to fight for their country. Alfred soundly defeats the Danes and becomes a hero. But now, although Alfred still longs for the priesthood, he is torn between his passion for God and his lust for blood.",3.498,Alfred the Great,FALSE,4.6,11,['History'],"David Hemmings, Michael York, Prunella Ransome, Colin Blakely, Ian McKellen, Peter Vaughan, Alan Dobie, Julian Glover, Vivien Merchant","viking, 9th century","England, United Kingdom",52.5310214,-1.2649062,32
The Heroic Ones,1970,880,880,880,China,"[28, 18, 36]",36261,zh,"A Mogul king decides to take stealthy action to help overpower his greatest rivals. He chooses nine out thirteen of his loyal generals (who he treats as sons) to embark on the mission. However, jealously amongst them sparks a treacherous family feud that could lead to catastrophic consequences for all involved.",4.77,The Heroic Ones,FALSE,6.3,21,"['Action', 'Drama', 'History']","David Chiang, Ti Lung, Lily Li Li-Li, Ku Feng, Chan Sing, Chin Han, Pao Chia-Wen, Lo Wai, James Nam Gung-Fan, Lau Gong, Sung Tuan, Wong Pau-Gei, Wang Kuang-Yu, Chan Chuen, Bruce Lau Kar-Wing, Wang Chung, Hung Sing-Chung, Lan Wei-Lieh, Bolo Yeung, Cliff Lok, Richard Gam Tin-Chue",mughal empire,中国,35.000074,104.999927,15
The Conquest,1996,896,896,896,Hungary,[36],80205,hu,"Filmed in commemoration of Hungary's 1100th anniversary and on the sites of the actual events, a cast of thousands authentically recreates the 896 AD arrival of the Magyar chief Arpad (Nero) and his seven tribes into the Carpathian basin from the steppes.",1.795,The Conquest,FALSE,4,6,['History'],"Franco Nero, Imre Sinkovits, György Dörner, Bitskey Tibor, László Csendes, László Csurka, Géza Kaszás, Zsolt Körtvélyessy, Zsolt Anger, Dorka Gryllus, Gábor Koncz, Viktor Fülöp, László Czikély, Zsuzsa Holl, Pál Makrai, Sandor Bene, László Sinkó, Iván Dengyel, Anna Széles, Klára Varga, László Miske, Máté Tóth Csák, Helyey László, Ferenc Gerdesits, Károly Gesztesi, József Incze, Gergely Kaszás, Károly Kincses, László Kántor, Levente Lezsák, Elõd Madarász, Nagy Feró, Athina Papadimitriu, János Papp, Csaba Pindroch, Gábor Salinger, András Stohl, Balázs Tardy, József Tálos, Károly Ujlaky, Béla Unger, István Uri, György Vizi",,Magyarország,47.1817585,19.5060937,10
When the Raven Flies,1984,897,897,897,Iceland,"[28, 18]",16852,is,"Vikings pillage Ireland, seeking silver and slaves, slaying men and women in the process. A young boy is spared when a Viking takes pity on him instead of killing him. Twenty years later the boy returns to Iceland take his revenge.",2.202,When the Raven Flies,FALSE,6.5,25,"['Action', 'Drama']","Jakob Þór Einarsson, Helgi Skúlason, Edda Björgvinsdóttir, Egill Ólafsson, Flosi Ólafsson, Gottskálk Dagur Sigurðarson, Sveinn M. Eiðsson, Þráinn Karlsson, Júlíus Hjörleifsson, Pétur Einarsson, Haukur Harðarson, Hörður Harðarson, Gunnar Jónsson, Birgir Mikaelsson, Börkur Arnviðarson, Friðgeir Axfjörð, Guðmundur Bogason, Eva Dögg Sigurgeirsdóttir, Gudni Gudnason, Guðrún Þórðardóttir, Þorsteinn Gunnarsson, Valgarður Guðjónsson, Ólafur Byron Guðmundsson, Magnús Geir Kristjánsson, Kristinn Gunnarsson, Ketill Larsen, Jón Sigurbjörnsson, Hólmfríður Björnsdóttir","viking, revenge",Ísland,64.9841821,-18.1059013,4
Attack of the Normans,1962,early 900 ,900,900,England,[12],6614,it,An evil duke kidnaps the good king and tries to make the virtuous queen his bride and the peasants take arms.,1.18,Attack of the Normans,FALSE,0,0,['Adventure'],"Geneviève Grad, Philippe Hersent, Piero Lulli, Franca Bettoia, Raf Baldassarre, Tony Di Mitri, Gilberto Galimberti, Gianni Solaro, Rinaldo Zamperla, Paul Müller, Cameron Mitchell, Ettore Manni, Livia Contardi","england, viking, 9th century","England, United Kingdom",52.5310214,-1.2649062,46
Pathfinder,1987,900,900,900,Norway,[12],2172,se,"Around the year 1000 AD warlike people, the so-called ""tjuder"", roam in northern Scandinavia. As they brutally kill a family in a remote area, including the parents and their little daughter, the family's teenage son, Aigin, observes the slaughter. He manages to flee from these killers and reaches a camp with other Lapps whose inhabitants are worried if he has been able to hide his track. Afraid of the murderous people, they decide to flee to the coast. The boy stays alone to avenge his family's murder. Unfortunately, they get him before he can do anything and force him to lead them to the other Lapps. He guides them but has a plan to destroy the barbarous people before reaching the camp.",6.437,Pathfinder,FALSE,7.2,56,['Adventure'],"Mikkel Gaup, Svein Scharffenberg, Ingvald Guttorm, Nils Utsi, Nils-Aslak Valkeapää, Helgi Skúlason, John Sigurd Kristensen, Knut Walle, Henrik H. Buljo, Sara Marit Gaup, Anne-Marja Blind, Ellen Anne Buljo, Svein Birger Olsen, Sverre Porsanger","loss of loved one, mass murder, lapland, chase, spur, revenge, snow, middle ages, 11th century",Norge,60.5000209,9.0999715,2
In the Shadow of the Raven,1988,900,900,900,Iceland,[18],16853,is,"Trausti returns to Iceland just in time to be entangled in a family feud over a stranded whale-cadaver. His mother (the family head) is mortally wounded and Grim kills Erikur; the other clan leader. Isold, daughter of Erikur now takes his place. Isold and Trausti are attracted to each other, but Isold was promised to Hjoerleifur - the son of the Bishop (of Iceland) and his powerful wife. However, Isold has a plan...",6.236,In the Shadow of the Raven,FALSE,5.1,11,['Drama'],"Reine Brynolfsson, Tinna Gunnlaugsdóttir, Egill Ólafsson, Sune Mangs, Kristbjörg Kjeld","viking, revenge",Ísland,64.9841821,-18.1059013,2
The 13th Warrior,1999,922,922,922,Kiev,"[12, 36, 28]",1911,en,"A Muslim ambassador exiled from his homeland, Ahmad ibn Fadlan finds himself in the company of Vikings. While the behavior of the Norsemen initially offends ibn Fadlan, the more cultured outsider grows to respect the tough, if uncouth, warriors. During their travels together, ibn Fadlan and the Vikings get word of an evil presence closing in, and they must fight the frightening and formidable force, which was previously thought to exist only in legend.",25.308,The 13th Warrior,FALSE,6.6,1411,"['Adventure', 'History', 'Action']","Antonio Banderas, Diane Venora, Dennis Storhøi, Vladimir Kulich, Omar Sharif, Anders T. Andersen, Richard Bremmer, Tony Curran, Mischa Hausserman, Neil Maffin, Asbjørn 'Bear' Riis, Clive Russell, Daniel Southern, Oliver Sveinall, Sven Wollter, Albie Woodington, John DeSantis, Erick Avari, Maria Bonnevie, Richard Ooms, Dylan Gray Woodley, Bjørn Ove Pedersen, Scott Elam, Ghoncheh Tazmini, John Bear Curtis, Andrew Kavadas, Jeremy Van der Driesen, Layla Alizada, Alex Zahara","witch, based on novel or book, cave, arabian, horse, kingdom, village, scandinavia, bagdad, viking, defence, epic, horror, sword fight, deception, mission, historical fiction, barbarian, fictional war, demon, combat, cavalry, medieval, dark fantasy, norse mythology, warrior, sword and sorcery, 10th century","Київ, Україна",50.4500336,30.5241361,25
Curse of the Golden Flower,2006,928,928,928,China,"[28, 18, 14]",1494,zh,"During China's Tang dynasty the emperor has taken the princess of a neighboring province as his wife. She has borne him two sons and raised his eldest. Now his control over his dominion is complete, including the royal family itself.",19.569,Curse of the Golden Flower,FALSE,6.8,554,"['Action', 'Drama', 'Fantasy']","Chow Yun-Fat, Gong Li, Jay Chou, Liu Ye, Qin Junjie, Li Man, Ni Dahong, Chen Jin, Siran Ge, Guo Jiulong","poison, china, martial arts, swordplay, fight, toxication, secret society, passion, forbidden love, palace, plan, royal family, battle for power, tang dynasty, pomp, heir to the throne, marriage crisis, secret love, sword fight, betrayal, based on play or musical, empire, period drama, historical, wuxia, power struggle, poisoning, 7th century",中国,35.000074,104.999927,11
The Castilian,1963,930-970,930,970,Spain,"[12, 18]",134608,es,"Also released as Valley of the Swords, this lugubrious US/Spanish co-production features the usual mid-1960s ""tax shelter"" international cast. Broderick Crawford plays a despotic 10th century Spanish king who, in cahoots with the invading Moors, has banished handsome Castilian nobleman Spartaco Santoni. With the surreptitious aid of Crawford's daughter Teresa Velasquez, Santoni assembles an army to march against the Moors. In keeping with the 13th century epic poem from which this film was derived (""El Poema de Fernan Gonzales"") Santoni's path is smoothed by the celestial intervention of patron saints Milan and Santiago. Among the big names picking up a few tax-free dollars in The Castilian are Cesar Romero, Linda Darnell, Alida Valli and Fernando Rey.",0.706,The Castilian,FALSE,0,0,"['Adventure', 'Drama']","Espartaco Santoni, Frankie Avalon, Cesar Romero, Teresa Velázquez, Tomás Blanco, Germán Cobos, Alida Valli, Fernando Rey, Broderick Crawford, Julio Peña, Soledad Miranda, Rafael Durán, George Rigaud, Ángel del Pozo, Luis Induni, Beni Deus, José Calvo, Paco Morán, Hugo Pimentel, Lola Alba, Roberto Rey, José María Caffarel, José Orjas, Luis Morris, Francisco Montalvo, Xan das Bolas, José Manuel Martín, Encarna Barrios, Mike Brendel, Fernando Villena, Rufino Inglés, Rafael Vaquero, Miguel Cuesta de la Casa, José Bastida, Rafael Cordón","spain, 10th century, the moors (people)",España,39.3260685,-4.8379791,27
